Alert ID,Policy Name,Policy Type,Description,Policy Labels,Policy Severity,Resource Name,Cloud Type,Cloud Account Id,Cloud Account Name,Region,Recommendation,Alert Status,Alert Time,Event Occurred,Dismissed On,Dismissed By,Dismissal Reason,Resolved On,Resolution Reason,Resource ID
N-53722,AWS EC2 instance that is internet reachable with unrestricted access (0.0.0.0/0),network,"This policy identifies AWS EC2 instances that are internet reachable with unrestricted access (0.0.0.0/0). EC2 instances with unrestricted access to the internet may enable bad actors to use brute force on a system to gain unauthorised access to the entire network. As a best practice, restrict traffic from unknown IP addresses and limit the access to known hosts, services, or specific entities.",Prisma_Cloud,high,baby-op-prod(小青田),aws,930964340522,wistron-cto-wisleep,AWS Ohio,"The following steps are recommended to restrict unrestricted access from the Internet:
1. Visit the Network path Analysis from Source to Destination and review the network path components that allow internet access.
2. Identify the network component on which restrictive rules can be implemented.
3. Implement the required changes and make sure no other resources have been impacted due to these changes:
 a) The overly permissive Security Group rules can be made more restrictive.
 b) Move the instance inside a restrictive subnet if the instance does not need to be publicly accessible.
 c) Define a NAT rule to restrict traffic coming from the Internet to the respective instance.",open,"Sep 13, 2022 02.13 CST Asia/Taipei",,,,,,,i-08cba69bbb352b240
N-53518,AWS EC2 instance that is internet reachable with unrestricted access (0.0.0.0/0),network,"This policy identifies AWS EC2 instances that are internet reachable with unrestricted access (0.0.0.0/0). EC2 instances with unrestricted access to the internet may enable bad actors to use brute force on a system to gain unauthorised access to the entire network. As a best practice, restrict traffic from unknown IP addresses and limit the access to known hosts, services, or specific entities.",Prisma_Cloud,high,baby-op-dev(璽悅),aws,930964340522,wistron-cto-wisleep,AWS Ohio,"The following steps are recommended to restrict unrestricted access from the Internet:
1. Visit the Network path Analysis from Source to Destination and review the network path components that allow internet access.
2. Identify the network component on which restrictive rules can be implemented.
3. Implement the required changes and make sure no other resources have been impacted due to these changes:
 a) The overly permissive Security Group rules can be made more restrictive.
 b) Move the instance inside a restrictive subnet if the instance does not need to be publicly accessible.
 c) Define a NAT rule to restrict traffic coming from the Internet to the respective instance.",open,"Sep 13, 2022 02.13 CST Asia/Taipei",,,,,,,i-0afe179dd917c0005
N-53618,AWS EC2 instance that is internet reachable with unrestricted access (0.0.0.0/0),network,"This policy identifies AWS EC2 instances that are internet reachable with unrestricted access (0.0.0.0/0). EC2 instances with unrestricted access to the internet may enable bad actors to use brute force on a system to gain unauthorised access to the entire network. As a best practice, restrict traffic from unknown IP addresses and limit the access to known hosts, services, or specific entities.",Prisma_Cloud,high,NAT-viyage,aws,780931271397,wistron-vcc-viyage,AWS Tokyo,"The following steps are recommended to restrict unrestricted access from the Internet:
1. Visit the Network path Analysis from Source to Destination and review the network path components that allow internet access.
2. Identify the network component on which restrictive rules can be implemented.
3. Implement the required changes and make sure no other resources have been impacted due to these changes:
 a) The overly permissive Security Group rules can be made more restrictive.
 b) Move the instance inside a restrictive subnet if the instance does not need to be publicly accessible.
 c) Define a NAT rule to restrict traffic coming from the Internet to the respective instance.",open,"Sep 13, 2022 02.13 CST Asia/Taipei",,,,,,,i-0ce43f19ebbed01c1
N-53616,AWS EC2 instance that is internet reachable with unrestricted access (0.0.0.0/0),network,"This policy identifies AWS EC2 instances that are internet reachable with unrestricted access (0.0.0.0/0). EC2 instances with unrestricted access to the internet may enable bad actors to use brute force on a system to gain unauthorised access to the entire network. As a best practice, restrict traffic from unknown IP addresses and limit the access to known hosts, services, or specific entities.",Prisma_Cloud,high,AIoT-WebRTC,aws,656752922931,wistron-ns,AWS Tokyo,"The following steps are recommended to restrict unrestricted access from the Internet:
1. Visit the Network path Analysis from Source to Destination and review the network path components that allow internet access.
2. Identify the network component on which restrictive rules can be implemented.
3. Implement the required changes and make sure no other resources have been impacted due to these changes:
 a) The overly permissive Security Group rules can be made more restrictive.
 b) Move the instance inside a restrictive subnet if the instance does not need to be publicly accessible.
 c) Define a NAT rule to restrict traffic coming from the Internet to the respective instance.",open,"Sep 13, 2022 02.13 CST Asia/Taipei",,,,,,,i-0f4958ce3fab2c35c
N-53716,AWS EC2 instance that is internet reachable with unrestricted access (0.0.0.0/0),network,"This policy identifies AWS EC2 instances that are internet reachable with unrestricted access (0.0.0.0/0). EC2 instances with unrestricted access to the internet may enable bad actors to use brute force on a system to gain unauthorised access to the entire network. As a best practice, restrict traffic from unknown IP addresses and limit the access to known hosts, services, or specific entities.",Prisma_Cloud,high,Care-Canada,aws,185667631720,wistron_cto_wisleep_ey,AWS Ohio,"The following steps are recommended to restrict unrestricted access from the Internet:
1. Visit the Network path Analysis from Source to Destination and review the network path components that allow internet access.
2. Identify the network component on which restrictive rules can be implemented.
3. Implement the required changes and make sure no other resources have been impacted due to these changes:
 a) The overly permissive Security Group rules can be made more restrictive.
 b) Move the instance inside a restrictive subnet if the instance does not need to be publicly accessible.
 c) Define a NAT rule to restrict traffic coming from the Internet to the respective instance.",open,"Sep 13, 2022 02.13 CST Asia/Taipei",,,,,,,i-03c5cd831443d1011
N-53514,AWS EC2 instance that is internet reachable with unrestricted access (0.0.0.0/0),network,"This policy identifies AWS EC2 instances that are internet reachable with unrestricted access (0.0.0.0/0). EC2 instances with unrestricted access to the internet may enable bad actors to use brute force on a system to gain unauthorised access to the entire network. As a best practice, restrict traffic from unknown IP addresses and limit the access to known hosts, services, or specific entities.",Prisma_Cloud,high,AIoT-Stage,aws,656752922931,wistron-ns,AWS Tokyo,"The following steps are recommended to restrict unrestricted access from the Internet:
1. Visit the Network path Analysis from Source to Destination and review the network path components that allow internet access.
2. Identify the network component on which restrictive rules can be implemented.
3. Implement the required changes and make sure no other resources have been impacted due to these changes:
 a) The overly permissive Security Group rules can be made more restrictive.
 b) Move the instance inside a restrictive subnet if the instance does not need to be publicly accessible.
 c) Define a NAT rule to restrict traffic coming from the Internet to the respective instance.",open,"Sep 13, 2022 02.13 CST Asia/Taipei",,,,,,,i-046e0b717c7ed529a
N-53613,AWS EC2 instance that is internet reachable with unrestricted access (0.0.0.0/0),network,"This policy identifies AWS EC2 instances that are internet reachable with unrestricted access (0.0.0.0/0). EC2 instances with unrestricted access to the internet may enable bad actors to use brute force on a system to gain unauthorised access to the entire network. As a best practice, restrict traffic from unknown IP addresses and limit the access to known hosts, services, or specific entities.",Prisma_Cloud,high,01_for_public,aws,543627967704,Wistron-WMT-website,AWS Oregon,"The following steps are recommended to restrict unrestricted access from the Internet:
1. Visit the Network path Analysis from Source to Destination and review the network path components that allow internet access.
2. Identify the network component on which restrictive rules can be implemented.
3. Implement the required changes and make sure no other resources have been impacted due to these changes:
 a) The overly permissive Security Group rules can be made more restrictive.
 b) Move the instance inside a restrictive subnet if the instance does not need to be publicly accessible.
 c) Define a NAT rule to restrict traffic coming from the Internet to the respective instance.",open,"Sep 13, 2022 02.13 CST Asia/Taipei",,,,,,,i-09d1c649cc3350dc9
P-47865,AWS MFA is not enabled on Root account,config,"This policy identifies root account which has MFA enabled. Root accounts have privileged access to all AWS services. Without MFA, if the root credentials are compromised, unauthorized users will get full access to your account.

NOTE: This policy does not apply to AWS GovCloud Accounts. As you cannot enable an MFA device for AWS GovCloud (US) account root user. For more details refer: https://docs.aws.amazon.com/govcloud-us/latest/UserGuide/govcloud-console.html",Prisma_Cloud,high,<root_account>,aws,543627967704,Wistron-WMT-website,,"1. Sign in to the 'AWS Console' using Root credentials.
2. Navigate to the 'IAM' service.
3. On the dashboard, click on 'Activate MFA on your root account', click on 'Manage MFA' and follow the steps to configure MFA for the root account.",open,"Sep 08, 2022 16.54 CST Asia/Taipei",,,,,,,<root_account>
P-47764,AWS CloudTrail is not enabled on the account,config,"Checks to ensure that CloudTrail is enabled on the account. AWS CloudTrail is a service that enables governance, compliance, operational & risk auditing of the AWS account. It is a compliance and security best practice to turn on CloudTrail to get a complete audit trail of activities across various services.",Prisma_Cloud,high,543627967704,aws,543627967704,Wistron-WMT-website,,"1. Login to the AWS Console and navigate to the 'CloudTrail' service.
2. Follow the instructions below to enable CloudTrail on the account.
http://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudtrail-create-and-update-a-trail.html",open,"Sep 08, 2022 16.49 CST Asia/Taipei",,,,,,,543627967704
P-44616,AWS MFA is not enabled on Root account,config,"This policy identifies root account which has MFA enabled. Root accounts have privileged access to all AWS services. Without MFA, if the root credentials are compromised, unauthorized users will get full access to your account.

NOTE: This policy does not apply to AWS GovCloud Accounts. As you cannot enable an MFA device for AWS GovCloud (US) account root user. For more details refer: https://docs.aws.amazon.com/govcloud-us/latest/UserGuide/govcloud-console.html",Prisma_Cloud,high,<root_account>,aws,185667631720,wistron_cto_wisleep_ey,,"1. Sign in to the 'AWS Console' using Root credentials.
2. Navigate to the 'IAM' service.
3. On the dashboard, click on 'Activate MFA on your root account', click on 'Manage MFA' and follow the steps to configure MFA for the root account.",open,"Sep 07, 2022 17.28 CST Asia/Taipei",,,,,,,<root_account>
P-44159,AWS MFA is not enabled on Root account,config,"This policy identifies root account which has MFA enabled. Root accounts have privileged access to all AWS services. Without MFA, if the root credentials are compromised, unauthorized users will get full access to your account.

NOTE: This policy does not apply to AWS GovCloud Accounts. As you cannot enable an MFA device for AWS GovCloud (US) account root user. For more details refer: https://docs.aws.amazon.com/govcloud-us/latest/UserGuide/govcloud-console.html",Prisma_Cloud,high,<root_account>,aws,930964340522,wistron-cto-wisleep,,"1. Sign in to the 'AWS Console' using Root credentials.
2. Navigate to the 'IAM' service.
3. On the dashboard, click on 'Activate MFA on your root account', click on 'Manage MFA' and follow the steps to configure MFA for the root account.",open,"Sep 07, 2022 17.21 CST Asia/Taipei",,,,,,,<root_account>
P-43899,AWS MFA is not enabled on Root account,config,"This policy identifies root account which has MFA enabled. Root accounts have privileged access to all AWS services. Without MFA, if the root credentials are compromised, unauthorized users will get full access to your account.

NOTE: This policy does not apply to AWS GovCloud Accounts. As you cannot enable an MFA device for AWS GovCloud (US) account root user. For more details refer: https://docs.aws.amazon.com/govcloud-us/latest/UserGuide/govcloud-console.html",Prisma_Cloud,high,<root_account>,aws,186586636733,wistron_cto_wisleep_mc,,"1. Sign in to the 'AWS Console' using Root credentials.
2. Navigate to the 'IAM' service.
3. On the dashboard, click on 'Activate MFA on your root account', click on 'Manage MFA' and follow the steps to configure MFA for the root account.",open,"Sep 07, 2022 17.18 CST Asia/Taipei",,,,,,,<root_account>
P-43713,AWS MFA is not enabled on Root account,config,"This policy identifies root account which has MFA enabled. Root accounts have privileged access to all AWS services. Without MFA, if the root credentials are compromised, unauthorized users will get full access to your account.

NOTE: This policy does not apply to AWS GovCloud Accounts. As you cannot enable an MFA device for AWS GovCloud (US) account root user. For more details refer: https://docs.aws.amazon.com/govcloud-us/latest/UserGuide/govcloud-console.html",Prisma_Cloud,high,<root_account>,aws,969796842307,wistron-VDA-winerve2npi_sit,,"1. Sign in to the 'AWS Console' using Root credentials.
2. Navigate to the 'IAM' service.
3. On the dashboard, click on 'Activate MFA on your root account', click on 'Manage MFA' and follow the steps to configure MFA for the root account.",open,"Sep 07, 2022 16.44 CST Asia/Taipei",,,,,,,<root_account>
P-43319,AWS MFA is not enabled on Root account,config,"This policy identifies root account which has MFA enabled. Root accounts have privileged access to all AWS services. Without MFA, if the root credentials are compromised, unauthorized users will get full access to your account.

NOTE: This policy does not apply to AWS GovCloud Accounts. As you cannot enable an MFA device for AWS GovCloud (US) account root user. For more details refer: https://docs.aws.amazon.com/govcloud-us/latest/UserGuide/govcloud-console.html",Prisma_Cloud,high,<root_account>,aws,656752922931,wistron-ns,,"1. Sign in to the 'AWS Console' using Root credentials.
2. Navigate to the 'IAM' service.
3. On the dashboard, click on 'Activate MFA on your root account', click on 'Manage MFA' and follow the steps to configure MFA for the root account.",open,"Sep 07, 2022 16.12 CST Asia/Taipei",,,,,,,<root_account>
P-42958,AWS CloudTrail is not enabled on the account,config,"Checks to ensure that CloudTrail is enabled on the account. AWS CloudTrail is a service that enables governance, compliance, operational & risk auditing of the AWS account. It is a compliance and security best practice to turn on CloudTrail to get a complete audit trail of activities across various services.",Prisma_Cloud,high,780931271397,aws,780931271397,wistron-vcc-viyage,,"1. Login to the AWS Console and navigate to the 'CloudTrail' service.
2. Follow the instructions below to enable CloudTrail on the account.
http://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudtrail-create-and-update-a-trail.html",open,"Sep 07, 2022 14.48 CST Asia/Taipei",,,,,,,780931271397
P-42709,AWS MFA is not enabled on Root account,config,"This policy identifies root account which has MFA enabled. Root accounts have privileged access to all AWS services. Without MFA, if the root credentials are compromised, unauthorized users will get full access to your account.

NOTE: This policy does not apply to AWS GovCloud Accounts. As you cannot enable an MFA device for AWS GovCloud (US) account root user. For more details refer: https://docs.aws.amazon.com/govcloud-us/latest/UserGuide/govcloud-console.html",Prisma_Cloud,high,<root_account>,aws,780931271397,wistron-vcc-viyage,,"1. Sign in to the 'AWS Console' using Root credentials.
2. Navigate to the 'IAM' service.
3. On the dashboard, click on 'Activate MFA on your root account', click on 'Manage MFA' and follow the steps to configure MFA for the root account.",open,"Sep 07, 2022 14.42 CST Asia/Taipei",,,,,,,<root_account>
P-42606,AWS S3 buckets are accessible to public,config,"This policy identifies S3 buckets which are publicly accessible. Amazon S3 allows customers to store or retrieve any type of content from anywhere in the web. Often, customers have legitimate reasons to expose the S3 bucket to public, for example, to host website content. However, these buckets often contain highly sensitive enterprise data which if left open to public may result in sensitive data leaks.",Prisma_Cloud,high,vcc-viyage,aws,780931271397,wistron-vcc-viyage,AWS Tokyo,"1. Login to the AWS Console
2. Navigate to the 'S3' service
3. Click on the 'S3' resource reported in the alert
4. Click on the 'Permissions'
5. If Access Control List' is set to 'Public' follow below steps
a. Under 'Access Control List', Click on 'Everyone' and uncheck all items
b. Click on Save
6. If 'Bucket Policy' is set to public follow below steps
a. Under 'Bucket Policy', modify the policy to remove public access
b. Click on Save
c. If 'Bucket Policy' is not required delete the existing 'Bucket Policy'.

Note: Make sure updating 'Access Control List' or 'Bucket Policy' does not affect S3 bucket data access.",open,"Sep 07, 2022 14.41 CST Asia/Taipei",,,,,,,vcc-viyage
P-42602,AWS S3 Buckets Block public access setting disabled,config,This policy identifies AWS S3 buckets which have 'Block public access' setting disabled. Amazon S3 provides 'Block public access' setting to manage public access of AWS S3 buckets. Enabling 'Block public access' setting prevents S3 resource data being accidentally or maliciously becoming publicly accessible. It is highly recommended to enable 'Block public access' setting for all AWS s3 buckets appropriately.,Prisma_Cloud,high,vcc-viyage,aws,780931271397,wistron-vcc-viyage,AWS Tokyo,"1. Login to the AWS Console
2. Navigate to the 'S3' service
3. Click on the 'S3' resource reported in the alert
4. Click on the 'Permissions'
5. Under 'Block public access' click on 'Edit'
6. Select 'Block all public access' checkbox
7. Click on Save
8. 'Confirm' the changes

Note: Make sure updating 'Block public access' setting does not affect S3 bucket data access.",open,"Sep 07, 2022 14.41 CST Asia/Taipei",,,,,,,vcc-viyage
P-42600,AWS S3 bucket publicly readable,config,"This policy identifies the S3 buckets that are publicly readable by Get/Read/List bucket operations. These permissions permit anyone, malicious or not, to Get/Read/List bucket operations on your S3 bucket if they can guess the namespace. S3 service does not protect the namespace if ACLs and Bucket policy is not handled properly, with this configuration you may be at risk of compromise of critical data by leaving S3 public.

For more details:
https://docs.aws.amazon.com/AmazonS3/latest/user-guide/set-permissions.html
https://docs.aws.amazon.com/AmazonS3/latest/dev/about-object-ownership.html#ensure-object-ownership",,high,vcc-viyage,aws,780931271397,wistron-vcc-viyage,AWS Tokyo,"1. Log in to the AWS Console
2. Navigate to the 'S3' service
3. Click on the S3 resource reported in the alert
4. Click on the 'Permissions' tab
5. If Access Control List is set to 'Public' follow the below steps
a. Under 'Access Control List', Click on 'Everyone' and uncheck all items
b. Click on Save changes
6. If 'Bucket Policy' is set to public follow the below steps
a. Under 'Bucket Policy', Select 'Edit Bucket Policy' and consider defining what explicit 'Principal' should have the ability to GET/LIST objects in your S3 bucket. You may also want to specifically limit the 'Principal' ability to perform specific GET/LIST functions, without the wild card.
If 'Bucket Policy' is not required delete the existing 'Bucket Policy'.
b. Click on Save changes

Note: Make sure updating 'Access Control List' or 'Bucket Policy' does not affect S3 bucket data access.",open,"Sep 07, 2022 14.41 CST Asia/Taipei",,,,,,,vcc-viyage
P-42459,AWS MFA is not enabled on Root account,config,"This policy identifies root account which has MFA enabled. Root accounts have privileged access to all AWS services. Without MFA, if the root credentials are compromised, unauthorized users will get full access to your account.

NOTE: This policy does not apply to AWS GovCloud Accounts. As you cannot enable an MFA device for AWS GovCloud (US) account root user. For more details refer: https://docs.aws.amazon.com/govcloud-us/latest/UserGuide/govcloud-console.html",Prisma_Cloud,high,<root_account>,aws,003833415136,AWS-Wistron-Portal,,"1. Sign in to the 'AWS Console' using Root credentials.
2. Navigate to the 'IAM' service.
3. On the dashboard, click on 'Activate MFA on your root account', click on 'Manage MFA' and follow the steps to configure MFA for the root account.",open,"Sep 07, 2022 13.51 CST Asia/Taipei",,,,,,,<root_account>
P-41674,AWS MFA is not enabled on Root account,config,"This policy identifies root account which has MFA enabled. Root accounts have privileged access to all AWS services. Without MFA, if the root credentials are compromised, unauthorized users will get full access to your account.

NOTE: This policy does not apply to AWS GovCloud Accounts. As you cannot enable an MFA device for AWS GovCloud (US) account root user. For more details refer: https://docs.aws.amazon.com/govcloud-us/latest/UserGuide/govcloud-console.html",Prisma_Cloud,high,<root_account>,aws,654463950597,wistron_esg_portal,,"1. Sign in to the 'AWS Console' using Root credentials.
2. Navigate to the 'IAM' service.
3. On the dashboard, click on 'Activate MFA on your root account', click on 'Manage MFA' and follow the steps to configure MFA for the root account.",open,"Sep 07, 2022 13.49 CST Asia/Taipei",,,,,,,<root_account>
